epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
68,58162.5,1.46041,1.45625,1.23271,1.72171,0.41483,0.36089,0.34148,0.18963,0.18033,0.87824,0.15357,1.42189,1.43729,1.28704,1.97448,0.007789,0.007789,0.007789
69,58990.3,1.45577,1.4496,1.22795,1.73563,0.41526,0.36354,0.34263,0.19002,0.18215,0.87771,0.15472,1.42142,1.43633,1.2857,1.97393,0.007756,0.007756,0.007756
70,59820,1.45641,1.44131,1.22867,1.7441,0.4177,0.36406,0.34283,0.19058,0.18204,0.87857,0.15477,1.42096,1.43552,1.28452,1.9739,0.007723,0.007723,0.007723
71,60734.4,1.45396,1.44166,1.22816,1.71318,0.42108,0.36242,0.34355,0.19074,0.18279,0.87996,0.15554,1.42067,1.43477,1.28341,1.97473,0.00769,0.00769,0.00769
72,61598.5,1.45027,1.43665,1.22686,1.7158,0.41898,0.36507,0.34402,0.19123,0.18333,0.87857,0.15573,1.41997,1.43419,1.28192,1.97726,0.007657,0.007657,0.007657
73,62458.5,1.44507,1.43085,1.22243,1.71025,0.42037,0.36627,0.34505,0.19187,0.18408,0.88071,0.15597,1.41951,1.43401,1.28061,1.97777,0.007624,0.007624,0.007624
74,63323.3,1.44713,1.42864,1.22222,1.69886,0.41793,0.36799,0.34574,0.19241,0.1873,0.88404,0.15811,1.4194,1.43345,1.27929,1.97708,0.007591,0.007591,0.007591
75,64229.8,1.45252,1.42323,1.22314,1.71072,0.42178,0.36813,0.34675,0.19282,0.19041,0.88404,0.1594,1.41932,1.4331,1.27829,1.97666,0.007558,0.007558,0.007558
76,65099.8,1.44431,1.42503,1.21838,1.70322,0.42214,0.3693,0.34743,0.19311,0.19202,0.88372,0.1608,1.41942,1.43275,1.27719,1.97704,0.007525,0.007525,0.007525
77,65936.7,1.44568,1.42417,1.22016,1.68167,0.42398,0.36936,0.34789,0.19348,0.19631,0.88736,0.16388,1.41926,1.43252,1.27599,1.9753,0.007492,0.007492,0.007492
78,66811.2,1.44353,1.41593,1.21858,1.67714,0.42465,0.36851,0.34835,0.19369,0.19846,0.88822,0.16554,1.41921,1.43199,1.27493,1.97303,0.007459,0.007459,0.007459
79,67660,1.445,1.40992,1.21261,1.6893,0.42478,0.3699,0.34861,0.19418,0.19942,0.88844,0.16592,1.41892,1.43145,1.27353,1.97179,0.007426,0.007426,0.007426
80,68551.5,1.44346,1.4103,1.21334,1.67418,0.42634,0.36992,0.34911,0.19487,0.20092,0.88844,0.16605,1.41849,1.43094,1.27203,1.96888,0.007393,0.007393,0.007393
81,69395.6,1.43709,1.40166,1.21185,1.6614,0.42828,0.37109,0.34996,0.19544,0.20468,0.88983,0.16795,1.41849,1.43038,1.27084,1.9692,0.00736,0.00736,0.00736
82,70259.4,1.4378,1.40871,1.20226,1.63852,0.43071,0.37089,0.35023,0.19563,0.20607,0.8908,0.16852,1.41811,1.43012,1.26925,1.96663,0.007327,0.007327,0.007327
83,71101.7,1.43896,1.39889,1.20821,1.6539,0.43157,0.37055,0.35088,0.19619,0.20714,0.89283,0.16831,1.41779,1.42953,1.2679,1.96471,0.007294,0.007294,0.007294
84,71957.7,1.4344,1.39361,1.20398,1.65586,0.43211,0.37246,0.35096,0.19657,0.20865,0.89509,0.16942,1.41763,1.42897,1.26646,1.96492,0.007261,0.007261,0.007261
85,72789.3,1.43499,1.39238,1.20452,1.6615,0.43627,0.37262,0.35189,0.19696,0.21251,0.8967,0.17153,1.41748,1.42852,1.26501,1.96108,0.007228,0.007228,0.007228
86,73638.1,1.4337,1.3942,1.20455,1.65159,0.4366,0.37326,0.35233,0.19732,0.21573,0.89723,0.17439,1.41698,1.42815,1.26354,1.96115,0.007195,0.007195,0.007195
