epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
46,28862.2,1.51315,1.57116,1.25416,1.56567,0.39477,0.35012,0.31931,0.17526,0.41987,0.91643,0.07537,1.45124,1.48647,1.29536,1.62818,0.008515,0.008515,0.008515
47,29492.1,1.51846,1.57488,1.25086,1.56279,0.39404,0.35057,0.31998,0.17579,0.41858,0.91643,0.07443,1.45056,1.48614,1.29364,1.62869,0.008482,0.008482,0.008482
48,30110.4,1.51368,1.5671,1.248,1.56103,0.39531,0.35003,0.32006,0.17607,0.41601,0.91601,0.07285,1.45018,1.4856,1.292,1.62992,0.008449,0.008449,0.008449
49,30738,1.51162,1.56242,1.24574,1.56525,0.39742,0.35081,0.32067,0.17633,0.41676,0.91601,0.07323,1.44985,1.48526,1.29026,1.62949,0.008416,0.008416,0.008416
50,31357.8,1.50645,1.56271,1.24254,1.55766,0.39651,0.34946,0.32128,0.17667,0.41558,0.9159,0.07202,1.44944,1.4849,1.28854,1.62905,0.008383,0.008383,0.008383
51,31991.1,1.50973,1.56345,1.23925,1.55615,0.39581,0.35106,0.32149,0.17689,0.41633,0.9159,0.07236,1.44903,1.4847,1.28661,1.62846,0.00835,0.00835,0.00835
52,32611.6,1.50879,1.56272,1.24026,1.55902,0.39598,0.35087,0.32185,0.17716,0.41579,0.91568,0.07251,1.44865,1.48465,1.28482,1.62798,0.008317,0.008317,0.008317
53,33236.7,1.50938,1.56015,1.23474,1.55196,0.39378,0.35162,0.32231,0.17738,0.41515,0.91568,0.07149,1.44825,1.48505,1.28263,1.6285,0.008284,0.008284,0.008284
54,33859.2,1.50804,1.55913,1.2344,1.54929,0.39616,0.35295,0.32256,0.17751,0.4144,0.91536,0.07102,1.44816,1.48488,1.2809,1.62899,0.008251,0.008251,0.008251
55,34489.1,1.50188,1.55219,1.23196,1.55207,0.39777,0.35149,0.32286,0.1779,0.41397,0.91504,0.07073,1.44817,1.48524,1.27922,1.62976,0.008218,0.008218,0.008218
56,35109.9,1.50185,1.54865,1.22685,1.55289,0.39531,0.35377,0.32345,0.17817,0.41407,0.91472,0.07071,1.44776,1.48555,1.27706,1.63048,0.008185,0.008185,0.008185
57,35734,1.50075,1.55037,1.2267,1.549,0.39726,0.35286,0.32403,0.17833,0.41311,0.91461,0.0694,1.44729,1.48581,1.27477,1.63048,0.008152,0.008152,0.008152
58,36359.8,1.50033,1.54428,1.22645,1.54744,0.3973,0.35096,0.32431,0.17839,0.413,0.91418,0.06927,1.44679,1.48556,1.27279,1.62983,0.008119,0.008119,0.008119
