epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/classify_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),top1_acc,top5_acc,f1_score,val/box_loss,val/cls_loss,val/dfl_loss,val/classify_loss,lr/pg0,lr/pg1,lr/pg2
106,66385.2,1.42041,1.34334,1.18541,1.63705,0.4353,0.37215,0.35521,0.19906,0.22838,0.87846,0.18713,1.41831,1.43346,1.24095,2.00603,0.006535,0.006535,0.006535
107,67003.7,1.41823,1.34503,1.18125,1.64036,0.43902,0.37197,0.35555,0.19968,0.23107,0.88211,0.18789,1.41799,1.43303,1.24011,2.00049,0.006502,0.006502,0.006502
108,67630.7,1.4174,1.34295,1.17919,1.61529,0.44078,0.37107,0.35613,0.19975,0.233,0.88361,0.18963,1.41805,1.4322,1.23942,2.00021,0.006469,0.006469,0.006469
109,68256.5,1.41535,1.33896,1.17917,1.63561,0.44351,0.37245,0.35692,0.20018,0.23418,0.88629,0.19029,1.41778,1.43144,1.23848,1.9971,0.006436,0.006436,0.006436
110,68881.6,1.41222,1.33197,1.18152,1.63857,0.44888,0.37063,0.35763,0.20048,0.23568,0.88608,0.19088,1.41765,1.43044,1.23783,1.9952,0.006403,0.006403,0.006403
111,69506,1.41245,1.32952,1.17656,1.62477,0.44806,0.37409,0.35849,0.20098,0.23804,0.88736,0.193,1.41762,1.4297,1.23723,1.99275,0.00637,0.00637,0.00637
112,70134.2,1.41217,1.32707,1.17634,1.6303,0.45092,0.37335,0.35919,0.20157,0.23868,0.88704,0.19412,1.41737,1.4291,1.23637,1.99255,0.006337,0.006337,0.006337
113,70753.6,1.41314,1.32662,1.17657,1.60272,0.45093,0.37447,0.35979,0.20194,0.24254,0.88833,0.19687,1.41755,1.42823,1.23569,1.98848,0.006304,0.006304,0.006304
114,71382.4,1.41732,1.32206,1.17446,1.61534,0.44955,0.37452,0.36068,0.20243,0.2433,0.88822,0.19699,1.41749,1.42698,1.23487,1.98579,0.006271,0.006271,0.006271
115,72005.8,1.41181,1.32479,1.17582,1.61037,0.45091,0.37558,0.36113,0.20287,0.24533,0.88972,0.19882,1.41745,1.42604,1.23423,1.98492,0.006238,0.006238,0.006238
116,72631.1,1.4079,1.32142,1.17463,1.57678,0.45668,0.37267,0.36136,0.20296,0.24866,0.89047,0.20055,1.41707,1.42567,1.2335,1.98177,0.006205,0.006205,0.006205
117,73258.7,1.40458,1.31488,1.17223,1.61076,0.45636,0.37391,0.36187,0.20341,0.24952,0.8923,0.20034,1.41733,1.42519,1.23315,1.97908,0.006172,0.006172,0.006172
118,73885.8,1.40709,1.31364,1.17021,1.59714,0.45698,0.37481,0.36252,0.20352,0.25316,0.89401,0.20304,1.41693,1.42472,1.23213,1.97712,0.006139,0.006139,0.006139
119,74508.2,1.40615,1.30549,1.16893,1.60135,0.45984,0.37388,0.36284,0.20367,0.25306,0.89466,0.20275,1.41669,1.42434,1.23115,1.97894,0.006106,0.006106,0.006106
120,75137.5,1.3986,1.29875,1.16581,1.59985,0.4615,0.37617,0.36351,0.20393,0.25595,0.8953,0.20424,1.41694,1.42315,1.23058,1.97898,0.006073,0.006073,0.006073
121,75756.4,1.40174,1.29403,1.1664,1.57122,0.45697,0.37821,0.3641,0.20447,0.25821,0.89605,0.20528,1.41708,1.42215,1.2299,1.97884,0.00604,0.00604,0.00604
122,76382.9,1.39968,1.28741,1.16427,1.56262,0.45849,0.37913,0.36464,0.20495,0.26175,0.89616,0.20686,1.41737,1.42165,1.22935,1.97952,0.006007,0.006007,0.006007
123,77006.5,1.40081,1.29207,1.16714,1.60212,0.46082,0.37811,0.36517,0.20513,0.26507,0.89637,0.20845,1.41728,1.42065,1.2288,1.98182,0.005974,0.005974,0.005974
124,77632,1.39961,1.2829,1.16426,1.59845,0.4605,0.37777,0.36562,0.20532,0.26829,0.8968,0.20979,1.41746,1.41994,1.22839,1.98336,0.005941,0.005941,0.005941
125,78259.2,1.40032,1.28765,1.1651,1.56941,0.46249,0.37675,0.36617,0.20572,0.27119,0.89841,0.21113,1.4176,1.41902,1.22797,1.98162,0.005908,0.005908,0.005908
126,78889.2,1.39212,1.28253,1.16211,1.5606,0.46261,0.37781,0.3668,0.20623,0.27687,0.90077,0.21477,1.41774,1.41862,1.22749,1.98058,0.005875,0.005875,0.005875
127,79509.6,1.39357,1.28101,1.16189,1.57553,0.46081,0.37755,0.36674,0.20626,0.27955,0.90056,0.2163,1.41808,1.41809,1.22722,1.98064,0.005842,0.005842,0.005842
128,80133.1,1.39186,1.27822,1.16022,1.55386,0.46239,0.37794,0.36725,0.20654,0.27912,0.90077,0.21566,1.4178,1.41737,1.22667,1.98169,0.005809,0.005809,0.005809
129,80766,1.39374,1.27961,1.16153,1.56455,0.46122,0.37854,0.36811,0.20695,0.27955,0.90024,0.21673,1.41799,1.41754,1.22632,1.98186,0.005776,0.005776,0.005776
130,81393.1,1.39125,1.27288,1.15999,1.56092,0.46012,0.38089,0.36883,0.20718,0.28191,0.90002,0.21742,1.41807,1.41706,1.2259,1.98264,0.005743,0.005743,0.005743
131,82021.9,1.39122,1.26649,1.15641,1.54678,0.46274,0.37986,0.36956,0.20738,0.28138,0.89863,0.21717,1.41791,1.4167,1.22523,1.98345,0.00571,0.00571,0.00571
132,82648.9,1.39537,1.26975,1.15749,1.54822,0.46256,0.38,0.36947,0.20763,0.28202,0.89627,0.21733,1.41783,1.41627,1.22464,1.98615,0.005677,0.005677,0.005677
133,83278.1,1.38513,1.25996,1.1549,1.55434,0.46443,0.37805,0.36938,0.20755,0.28331,0.89627,0.21744,1.41812,1.41631,1.22424,1.98792,0.005644,0.005644,0.005644
134,83898.2,1.38556,1.25945,1.15666,1.53532,0.46008,0.38066,0.36971,0.20773,0.28363,0.89509,0.21698,1.41813,1.4156,1.22391,1.9874,0.005611,0.005611,0.005611
135,84528.7,1.39059,1.25689,1.1555,1.54644,0.46557,0.37809,0.3701,0.20825,0.28545,0.89552,0.21814,1.41872,1.41526,1.22351,1.98629,0.005578,0.005578,0.005578
136,85149.1,1.3886,1.2559,1.15356,1.50867,0.46672,0.37903,0.37092,0.20864,0.28814,0.89477,0.21981,1.41909,1.41496,1.22303,1.98322,0.005545,0.005545,0.005545
137,85777.5,1.38322,1.24975,1.15129,1.53751,0.4691,0.37695,0.37098,0.20875,0.28953,0.89348,0.22059,1.41947,1.41406,1.22265,1.98357,0.005512,0.005512,0.005512
138,86396.1,1.37885,1.24503,1.1526,1.51983,0.47273,0.37648,0.3711,0.20908,0.29007,0.89219,0.22066,1.41982,1.41332,1.22254,1.98241,0.005479,0.005479,0.005479
